subset,sample_id,num_nodes,num_faces,inlet_count,wss_mag_mean,wss_mag_std,wss_mag_max,pressure_mean,pressure_min,pressure_max,pressure_range
single,sample_0588,10633,21262,260,19.113695625838744,18.998084102519183,347.8340146204124,134132.80032093482,133323.5,135966.578125,2643.078125
single,sample_0589,8518,17032,223,29.46959237408882,38.87668353087248,350.7817778611477,135215.380605776,132736.015625,138353.28125,5617.265625
single,sample_0590,9866,19728,251,34.792910696398444,40.049672458646135,348.6671744844403,135465.4997466045,133029.625,138907.78125,5878.15625
single,sample_0591,6512,13020,178,37.01616245466916,46.42625379303415,353.0936391556406,135638.6474297451,132901.921875,139496.84375,6594.921875
single,sample_0592,9408,18812,235,31.654978210396095,44.474277898942084,369.26778947214683,135519.90378534226,132611.9375,138935.265625,6323.328125
single,sample_0593,6561,13118,172,27.046821495076273,29.357251323822386,353.93597068069045,134763.98528235024,133321.09375,137277.375,3956.28125
single,sample_0594,10797,21590,267,25.179064039808864,28.73036425736624,348.4810224911932,134373.62026922987,133319.109375,137001.5,3682.390625
single,sample_0595,8289,16574,211,23.557083392004944,22.665166552301354,350.8333304024246,134522.04226610568,133320.578125,136845.734375,3525.15625
single,sample_0596,8768,17532,234,27.168665584723897,32.0636703762898,349.9323979038661,134787.16261369467,133080.515625,137717.609375,4637.09375
single,sample_0597,10809,21614,265,29.109236242611424,47.97398367114479,438.2117470542919,134955.49778974697,131881.65625,138343.0625,6461.40625
single,sample_0598,9820,19636,239,34.434151012166744,49.68996918164723,359.613673672482,135650.67527685844,132583.5625,139048.53125,6464.96875
single,sample_0599,10526,21048,269,23.77747911814175,32.65160417408037,347.8518221185129,134561.55091855882,132616.109375,137205.703125,4589.59375
single,sample_0600,6857,13710,179,43.16892638194291,53.546760384432865,362.5095170345896,136316.64840218026,132528.359375,140641.890625,8113.53125
single,sample_0601,9523,19042,234,28.849206822152976,35.44620109447179,349.0097014063588,134968.91257022473,133024.8125,137862.3125,4837.5
single,sample_0602,9456,18908,252,29.38582576136004,37.56724087040601,348.59628133057726,135016.01144280087,132763.90625,138189.296875,5425.390625
single,sample_0603,9187,18370,248,27.461601000511802,29.790986804467124,349.35404674021066,134688.20880728203,133320.921875,138055.546875,4734.625
single,sample_0604,6462,12920,158,37.397447638932526,39.82547678832484,354.8935198120286,136023.93227715878,133271.5,139451.625,6180.125
single,sample_0605,9337,18670,234,32.172104802062584,33.87628474481821,350.02078839967135,135342.93331804915,133319.296875,139137.671875,5818.375
single,sample_0606,9065,18126,212,31.575030355261976,47.40828088338866,407.81834315544006,135365.87142167677,132294.46875,138986.109375,6691.640625
single,sample_0607,6129,12254,163,41.533294145021785,54.294537138202976,354.3057714051664,136183.81028461005,132653.5,140341.71875,7688.21875
single,sample_0608,8159,16314,224,34.44221237513468,46.737037832421294,350.77047135081415,135505.06415269946,132391.453125,139459.765625,7068.3125
single,sample_0609,6381,12758,166,34.89460493182418,41.33159068534994,354.1002507770171,135460.45617849866,133327.3125,139094.578125,5767.265625
single,sample_0610,6280,12556,163,29.547945130700874,25.945837458719964,354.36466477862024,134919.9849298368,133322.296875,137689.546875,4367.25
single,sample_0611,6019,12034,160,30.00367135211272,31.81451725760436,354.12650930257377,134958.56472991777,133315.15625,137777.75,4462.59375
single,sample_0612,9115,18226,231,35.258259021301285,54.648129999984405,378.3797043622975,135754.43394301974,132703.90625,140279.4375,7575.53125
single,sample_0613,10360,20716,264,22.274705130222117,29.34802394203621,348.192285444697,134226.3188797056,133071.3125,136696.03125,3624.71875
single,sample_0614,9889,19774,258,39.55931985161674,56.74360074300944,443.65439650854915,136242.8373318839,131864.28125,140430.484375,8566.203125
single,sample_0615,8948,17892,226,23.683912084495816,22.87893953334653,351.0476985912994,134505.58979485638,133322.265625,136850.25,3527.984375
single,sample_0616,9551,19098,239,33.97214535991687,49.91411299596115,431.56138197007624,135623.07870085593,132044.734375,139438.78125,7394.046875
single,sample_0617,9750,19496,254,21.157627040449295,19.509484844633562,348.52211137530645,134322.37184134615,133320.765625,136330.09375,3009.328125
single,sample_0618,6065,12126,160,35.154434839663125,50.53656333396782,369.4072811328292,135716.6749458986,132549.546875,139289.359375,6739.8125
single,sample_0619,6423,12842,162,33.238627981365184,39.86641983840785,354.96466965929034,135349.1695055854,133322.078125,139426.953125,6104.875
single,sample_0620,9339,18674,246,29.743277427495425,39.106191494302195,349.10702827367334,135125.47424443194,132366.84375,138311.8125,5944.96875
single,sample_0621,10289,20574,267,17.445487793875085,18.464837825209287,348.24419875587796,134029.4760363009,133319.203125,135886.875,2567.671875
single,sample_0622,11757,23510,265,35.49662532248292,54.791009819723186,430.9462710439935,135852.01791751722,131880.09375,139596.515625,7716.421875
single,sample_0623,9516,19028,253,39.48112985932432,54.17199079881323,406.1508053787535,135873.56678226145,132075.0625,140394.203125,8319.140625
single,sample_0624,10929,21854,277,34.973329299263135,52.66849306671078,360.8235288604711,135658.23988642602,132270.921875,138872.703125,6601.78125
single,sample_0625,9827,19650,255,27.28133649967222,33.2112047895975,348.322683530388,134739.42842741936,133252.65625,137590.84375,4338.1875
single,sample_0626,8724,17444,226,21.188587548998925,21.95747763602377,349.81017590273683,134307.1121887179,133321.09375,136297.4375,2976.34375
single,sample_0627,9105,18206,232,26.20172720617794,28.472234927789096,349.80869785208375,134752.3924560681,133321.5,137596.515625,4275.015625
single,sample_0628,11531,23058,275,39.14932747771363,56.08901163551212,403.4348310089931,135975.58328500346,132385.046875,140116.46875,7731.421875
single,sample_0629,9784,19564,235,40.82532749003313,50.405398687580714,349.9224482133946,135919.74044358137,132679.828125,140647.953125,7968.125
single,sample_0630,9428,18852,248,30.199907085979255,44.935842963110034,366.075436329995,135161.08783676283,132450.578125,138642.15625,6191.578125
single,sample_0631,10408,20812,263,20.239923654750203,20.16638571309464,348.00443438371894,134227.77857177172,133319.578125,136189.671875,2870.09375
single,sample_0632,9892,19780,258,29.238707041902824,40.82360242388639,353.5051613208526,134928.4946358168,132269.4375,138189.84375,5920.40625
single,sample_0633,6224,12444,178,28.685637713348044,31.875298263225666,353.08413259248823,134920.18485650307,133189.375,137790.578125,4601.203125
single,sample_0634,10519,21034,254,20.090336896018815,21.96207331251365,347.7915764907534,134217.47360579667,133320.390625,136179.640625,2859.25
single,sample_0635,11187,22370,271,28.57701940203559,41.42109004628023,376.89883022997736,135114.3731312014,132280.875,138201.21875,5920.34375
single,sample_0636,9263,18522,231,25.802084725115133,27.078527405731823,349.5773559736844,134824.4279188708,133318.53125,137499.625,4181.09375
single,sample_0637,9233,18462,233,27.187026966238967,40.92253614059084,349.22828307467245,134815.92575036554,132483.03125,138262.5,5779.46875
single,sample_0638,10076,20148,263,31.50105043188435,36.75152392900943,348.3408919491671,134995.5683012232,133068.390625,138101.625,5033.234375
single,sample_0639,9747,19490,257,29.999433136282466,38.37438693716403,348.6725134753581,134992.11228134297,132773.703125,138184.328125,5410.625
single,sample_0640,8906,17808,240,22.757182603089117,19.91564065392241,349.30779510899487,134435.27704110992,133319.84375,136614.1875,3294.34375
single,sample_0641,9528,19052,246,35.64002702602098,54.56790536803235,387.3442877323627,135970.84192806727,131907.03125,139609.234375,7702.203125
single,sample_0642,8657,17310,229,27.726325396663203,33.65864853934326,349.63701941160224,135017.22067041122,133091.921875,137763.90625,4671.984375
single,sample_0643,9132,18260,232,30.62549957538996,42.69737950341624,350.3548277907946,135306.92505064607,132494.375,138487.59375,5993.21875
single,sample_0644,8362,16720,230,31.651034801021552,42.11230692162541,350.0812827639761,135445.98216634776,132756.46875,139301.96875,6545.5
single,sample_0645,9796,19588,251,26.930654880046742,35.67885830846741,348.0865508195225,134741.3028898913,132767.4375,137629.125,4861.6875
single,sample_0646,10000,19996,250,29.170907273887483,31.297532569912363,348.4178411443415,134934.2275015625,133320.03125,137584.109375,4264.078125
single,sample_0647,9362,18720,248,21.966299928176333,24.322597830304133,348.6177694035037,134390.07831359486,133320.1875,136713.953125,3393.765625
single,sample_0648,9240,18476,239,23.091806133950133,23.654361469449118,349.2079945497746,134381.25001691017,133314.75,136690.90625,3376.15625
single,sample_0649,10807,21610,271,23.14364103185115,31.2541685228688,348.3031433145175,134319.7153696678,132785.015625,136810.046875,4025.03125
single,sample_0650,9716,19428,250,36.765390062221556,53.75908613755473,348.32546463822763,135792.7726301976,132553.0625,139441.9375,6888.875
single,sample_0651,9663,19322,254,32.41792511771785,51.53916771510938,425.50931894053366,135520.9382082428,132005.890625,139186.140625,7180.25
single,sample_0652,10314,20624,254,25.014576322208747,28.883913036136587,348.0240886047814,134474.13049011052,133319.203125,137081.84375,3762.640625
single,sample_0653,10132,20260,261,30.100967749123924,42.030013389428106,348.2747810341386,135150.6382470144,132607.421875,138187.921875,5580.5
single,sample_0654,10170,20336,259,31.18967523599903,39.48404868496044,348.4749947666401,135110.25389165437,132598.390625,138267.734375,5669.34375
single,sample_0655,8303,16602,215,25.253917768824714,29.10881060981332,350.8841947744217,134731.54428745635,133307.265625,137453.09375,4145.828125
single,sample_0656,9176,18348,238,29.00664641811519,30.169490326255428,349.7579385725332,135009.01665349826,133321.203125,137996.203125,4675.0
single,sample_0657,9135,18266,242,29.01491283193078,47.954610582138486,375.9495859461656,135251.8697642994,131998.859375,138517.046875,6518.1875
single,sample_0658,6218,12432,158,43.377575225604325,59.09197089709331,379.43965192333764,136375.88699139594,132464.28125,140629.5,8165.21875
single,sample_0659,6982,13960,163,39.2919998009995,52.798747181689045,393.4173125578007,135822.67816349183,132367.84375,140031.03125,7663.1875
single,sample_0660,9383,18762,234,42.272591574223874,57.01213725524137,387.8678785722523,136703.13045701,132096.5,141423.453125,9326.953125
single,sample_0661,9192,18380,243,30.436388439299986,41.6797371872845,349.529069638702,135248.65569924936,132499.390625,139034.921875,6535.53125
single,sample_0662,6105,12206,161,33.21336992970918,42.018484892339764,354.7555584505834,135375.30689496314,133034.75,138790.375,5755.625
single,sample_0663,9122,18240,247,19.588190541047727,19.790731225771545,350.15854295620176,134186.06056100636,133319.53125,136058.109375,2738.578125
single,sample_0664,10846,21688,267,19.182401494659505,21.136425597883424,347.8183428988995,134122.04544878297,133318.046875,136034.609375,2716.5625
single,sample_0665,6097,12190,161,29.34095856163064,34.99283667546008,354.64366912348737,134961.5567825365,133246.078125,137744.359375,4498.28125
single,sample_0666,9701,19398,243,33.25700250333177,47.78122630739508,389.4226709949375,135579.7840267756,132278.15625,138887.78125,6609.625
single,sample_0667,9147,18290,237,25.831366597870442,31.2727557591765,348.91015655571823,134648.1631050481,133319.4375,137856.828125,4537.390625
single,sample_0668,10993,21982,279,29.05330607656967,33.17200899217009,348.23539679543484,134869.244988288,133212.21875,137648.046875,4435.828125
single,sample_0669,6787,13570,167,32.74069476299522,42.68097906225666,354.1395555837836,135360.849217714,133000.46875,138702.796875,5702.328125
single,sample_0670,10713,21422,265,20.847251582943844,20.815530303752787,347.71273510287887,134246.60582644917,133323.453125,136229.1875,2905.734375
single,sample_0671,9862,19720,245,38.64970591030473,56.269922773950725,398.57147535079343,135900.43265818292,131923.4375,139812.609375,7889.171875
single,sample_0672,8155,16306,207,27.53459224109043,25.17351750314545,351.7370471362235,134846.54611434703,133321.046875,137603.640625,4282.59375
single,sample_0673,10586,21168,245,34.22662885197478,50.0532035083904,429.9552564007374,135343.09783410872,131916.1875,139152.46875,7236.28125
single,sample_0674,9578,19152,247,33.295861827528206,53.541521755509244,479.6093728238372,135457.88540796618,132258.453125,139332.015625,7073.5625
single,sample_0675,9200,18396,245,24.906076671362282,28.052650914257818,348.7928628475839,134652.34950577444,133129.125,137185.5,4056.375
single,sample_0676,8971,17938,226,27.224638847285892,24.722271579223225,349.5853881849996,134804.27402881507,133319.921875,137964.8125,4644.890625
single,sample_0677,10572,21140,262,29.982353978765246,35.248433814930195,348.11624017647534,135038.55394408578,133150.0625,137868.109375,4718.046875
single,sample_0678,7903,15802,197,37.94942163138176,43.35912005919233,352.24638070966,135691.7751664716,133317.25,140069.71875,6752.46875
single,sample_0679,6982,13960,201,25.655758504615346,23.530344042820825,351.2939822610819,134610.463054551,133321.203125,137336.796875,4015.59375
single,sample_0680,9383,18762,236,29.520689612583336,45.82215015036429,378.2123944480614,135228.10693374986,132112.234375,138579.53125,6467.296875
single,sample_0681,10480,20956,263,17.719127658224657,20.63035779226801,347.8708193191867,134072.29739533635,133287.578125,135955.921875,2668.34375
single,sample_0682,10706,21408,253,27.40351168433309,33.74442766178483,348.189689328449,134706.7202240566,132876.765625,137593.59375,4716.828125
single,sample_0683,9378,18752,246,23.216380914850806,32.82590363974382,349.7888556174712,134568.7763265755,132463.96875,137247.578125,4783.609375
single,sample_0684,10420,20836,265,31.7254005736368,49.87671643248264,356.33634073746595,135193.32649352206,132108.671875,138494.90625,6386.234375
single,sample_0685,10777,21550,259,23.011706825768265,33.82833295914338,347.7710486943206,134470.73921458895,132440.34375,137026.203125,4585.859375
single,sample_0686,7191,14378,183,40.27871087617292,44.5204540233858,353.44421545960563,135743.76857573702,133071.1875,140105.8125,7034.625
single,sample_0687,9707,19410,257,31.951873174811407,39.749103605958545,348.6152991343901,135168.04259007674,133038.53125,138508.109375,5469.578125
single,sample_0688,8593,17182,217,31.638929986938237,33.07280481845434,351.7482716614831,135009.55977794426,133320.3125,138648.375,5328.0625
single,sample_0689,9274,18544,251,27.497612437225893,32.46006485079354,348.82014674821914,134737.4337260082,133166.234375,137670.34375,4504.109375
single,sample_0690,9382,18760,252,22.703185912860672,25.291572645705084,349.1215705384466,134428.35031842891,133319.546875,137067.734375,3748.1875
single,sample_0691,8295,16586,220,26.644167876004207,27.32685765202521,350.8013299061648,134737.4923994123,133313.59375,137333.90625,4020.3125
single,sample_0692,9304,18604,240,30.13207814110958,51.94182659736345,393.35356875168713,135320.28787853342,131836.625,138826.640625,6990.015625
single,sample_0693,9118,18232,240,25.23101599444252,30.18665644983325,349.7556670552678,134647.61545329294,133233.78125,137436.984375,4203.203125
single,sample_0694,11205,22406,265,34.556959804044006,49.44004366404814,347.814194232113,135390.18654757921,132798.984375,138883.234375,6084.25
single,sample_0695,9189,18374,224,30.500522728709598,50.28113652666641,456.037520724749,135567.39054338066,131749.6875,139179.359375,7429.671875
single,sample_0696,6613,13222,170,25.293029308080577,21.213175134584088,354.6278388626417,134727.69856485332,133316.578125,137195.0,3878.421875
single,sample_0697,10210,20416,264,36.98591379619377,54.10924386963807,413.43926765476516,135744.45418401077,131988.203125,139573.890625,7585.6875
single,sample_0698,9017,18030,244,25.6581868517034,30.685290938851633,349.017350505866,134749.14052796108,133304.296875,137420.9375,4116.640625
single,sample_0699,6794,13584,189,28.251076907922492,28.890929083784357,353.04405524575714,134869.45518794155,133315.984375,137579.703125,4263.71875
single,sample_0700,9658,19312,249,34.19318587573018,52.60456102498765,378.4594729382038,135577.87767589046,132412.8125,139086.09375,6673.28125
single,sample_0701,9273,18542,240,35.36476624087438,47.4347145800532,349.9582611173712,135608.14211959453,133041.203125,139526.3125,6485.109375
single,sample_0702,9401,18798,249,20.44331936623902,20.085365094901086,348.674001319569,134235.42673319328,133319.5,136285.9375,2966.4375
single,sample_0703,9946,19888,257,21.76208049171534,26.087514637016987,348.10367863733404,134367.95087063895,133171.375,136516.6875,3345.3125
single,sample_0704,9078,18152,249,24.725111550515717,25.988337430445267,349.568383816905,134559.31880645518,133319.96875,137337.75,4017.78125
single,sample_0705,11028,22052,265,28.035600303825312,35.7450341253507,347.7930462731418,134788.77814993652,132688.890625,137590.9375,4902.046875
single,sample_0706,5755,11506,185,32.768065123251475,41.70564927597183,352.6434188997225,135324.8474451564,133024.046875,138497.625,5473.578125
single,sample_0707,9724,19444,258,26.777937229191117,34.574520928539684,348.414785893399,134745.26208832528,132465.671875,137637.96875,5172.296875
single,sample_0708,9830,19656,262,24.986294099168887,25.00882623647303,348.5623127683096,134486.2651672177,133323.671875,136933.09375,3609.421875
single,sample_0709,10115,20226,257,17.282337852557774,17.96353492022999,348.38945009777075,134026.98987889272,133320.46875,135778.421875,2457.953125
single,sample_0710,10416,20828,257,35.46768409169664,47.21226100090994,349.81073840182637,135709.82352720574,132426.875,139072.8125,6645.9375
single,sample_0711,9837,19670,265,25.19383448161425,29.473575386851756,348.2316388663324,134537.02005978703,133153.1875,137164.953125,4011.765625
single,sample_0712,6953,13902,170,37.91997162351899,55.76597226050636,496.0348066792602,136137.64682286422,132404.546875,140050.328125,7645.78125
single,sample_0713,9532,19060,246,33.010814351234146,38.92114413345229,349.16682085050047,135374.7577584059,133300.265625,138735.1875,5434.921875
single,sample_0714,9753,19502,265,27.10774229103247,47.774169255296,372.99596481576094,135046.50445055368,131825.09375,138157.0625,6331.96875
single,sample_0715,7204,14404,177,32.38321258806551,35.095105153748825,353.13323411748075,135283.079799417,133315.984375,138420.15625,5104.171875
single,sample_0716,7089,14174,209,24.691730659707364,24.412291186912125,351.92473881587057,134599.96171445196,133321.078125,136971.6875,3650.609375
single,sample_0717,8609,17214,196,33.06779574505199,41.21182967093833,351.964075852001,135670.62555719307,132888.265625,138917.109375,6028.84375
single,sample_0718,9980,19956,255,32.699850490706226,43.509713641196754,349.05472571170196,135237.69539078156,132514.109375,138585.671875,6071.5625
single,sample_0719,9522,19040,248,31.214533365964993,41.71731553568455,348.9298581203845,135316.29671747008,132463.8125,138495.5,6031.6875
single,sample_0720,10142,20280,270,19.710607003948528,20.884457472776095,348.28390355204516,134193.8211043803,133317.859375,136130.09375,2812.234375
single,sample_0721,9274,18544,210,34.264409171460876,37.23318401342793,350.4393956974059,135578.18379508573,133316.96875,140138.265625,6821.296875
single,sample_0722,6793,13582,189,41.19302821557791,50.29684398690684,352.4188661427271,136176.38435475857,132683.296875,140591.609375,7908.3125
single,sample_0723,8622,17240,228,25.29645785325052,31.16058513526763,350.2354759889229,134562.77148392194,133316.375,137650.265625,4333.890625
single,sample_0724,11780,23556,280,38.26174911421345,57.39374118941332,452.06425656477177,135607.7127347729,131906.484375,139802.859375,7896.375
single,sample_0725,6478,12952,159,31.230894953700123,34.7574815544238,354.5660920220588,135185.0651363268,133320.453125,138365.0,5044.546875
single,sample_0726,9572,19140,255,38.82029129056279,59.39035213625973,529.2834217457837,136341.87529219338,131867.28125,140727.421875,8860.140625
single,sample_0727,8987,17970,229,32.47591480150666,37.22535784492059,349.8656976611245,135489.71667060754,133106.546875,139067.015625,5960.46875
single,sample_0728,9018,18032,209,37.51754637238731,44.442994117762794,350.539720938524,135870.33414594422,133257.84375,140753.6875,7495.84375
single,sample_0729,10142,20280,268,23.69728490266001,28.77571861048209,348.1321633523115,134492.99401005718,133120.0625,136843.828125,3723.765625
single,sample_0730,10672,21340,266,34.820391911035905,55.264238538519116,423.9063351540335,135336.8523867949,132468.90625,139156.28125,6687.375
single,sample_0731,8228,16452,199,34.35755141042704,36.707759890140004,352.8106892787719,135463.3738340119,133321.59375,139138.640625,5817.046875
single,sample_0732,9705,19406,251,20.34450482313609,19.64114266588299,348.5858854991692,134236.27926165637,133321.421875,136213.453125,2892.03125
single,sample_0733,9057,18110,233,31.692885884419955,38.09505788089871,349.1389269384703,135232.7054729767,133060.734375,138982.375,5921.640625
single,sample_0734,10321,20638,265,29.373306154218394,41.188758433100226,348.15700434217734,134945.62161642525,132769.78125,138175.109375,5405.328125
single,sample_0735,9382,18760,237,34.564786107478525,42.070603218546765,349.4443460893387,135427.7468923204,133136.953125,139519.859375,6382.90625
single,sample_0736,9536,19068,241,31.5820723175615,35.07308747230921,349.47419056769735,135091.31217721006,133321.25,138594.34375,5273.09375
single,sample_0737,9786,19568,251,28.098516845317285,37.80803373544904,349.4127153718708,135017.84595659617,132583.046875,137863.09375,5280.046875
single,sample_0738,10541,21078,269,19.145418046582627,19.017490132101177,347.7860202697477,134142.26985995163,133321.5625,135993.390625,2671.828125
single,sample_0739,8487,16970,226,28.703598947966853,37.62807313359744,350.0875211006805,135027.5651566366,132680.90625,138275.21875,5594.3125
single,sample_0740,10167,20330,259,30.047351895455616,35.52332966323064,348.13849908114906,134946.00777484756,133023.3125,137856.140625,4832.828125
single,sample_0741,9629,19254,258,29.01958402654005,32.44595633426473,348.7837174754383,134939.64404890177,133260.625,137883.640625,4623.015625
single,sample_0742,7035,14066,207,34.43089109291113,41.1318329799107,351.748792072526,135523.3463730455,132970.90625,138947.109375,5976.203125
single,sample_0743,10860,21716,281,23.9780197194656,32.694935732780294,348.41933079122776,134490.27008517494,132753.265625,137093.03125,4339.765625
single,sample_0744,8035,16066,220,30.420993016503324,38.70939664079867,350.48556850053325,135131.85139623523,133012.546875,138724.734375,5712.1875
single,sample_0745,10886,21768,273,30.521697171187654,52.118065510772,442.7852107876612,135106.10300070044,131830.421875,138724.546875,6894.125
single,sample_0746,9427,18850,254,21.537225320675812,22.206159995337813,348.5436644337995,134265.06100661663,133319.265625,136522.96875,3203.703125
single,sample_0747,10322,20640,264,19.680456310939693,25.75715004250396,348.0842287159496,134217.80329484353,132869.71875,136363.296875,3493.578125
single,sample_0748,10545,21086,268,27.078459802897385,36.0492593756705,348.2925306078345,134754.90260342578,133010.390625,137523.359375,4512.96875
single,sample_0749,9681,19358,251,32.95494716032697,49.61428659800425,348.75584409509156,135317.28665362566,132783.390625,139119.640625,6336.25
single,sample_0750,9585,19166,249,36.47141746473085,52.394674772164336,348.7954965514065,135634.61616784037,132553.328125,140202.34375,7649.015625
single,sample_0751,9385,18766,245,26.231206166178506,30.190508379046847,348.95622041821264,134567.14950552743,133320.65625,137595.0625,4274.40625
single,sample_0752,9308,18612,229,24.616972363802667,24.218171453066205,350.19134613579143,134564.8290499436,133321.5,137060.5,3739.0
single,sample_0753,9558,19112,232,28.514300947308186,28.97785060959811,350.16545045807067,134787.21892655367,133319.390625,137945.125,4625.734375
single,sample_0754,8862,17720,205,38.65154274287076,51.395194870825854,352.38371967832154,136575.10207381233,133149.140625,140845.953125,7696.8125
single,sample_0755,9779,19554,249,24.012205342146473,34.00194282728539,348.27969214846047,134551.21059636722,132642.234375,137165.734375,4523.5
single,sample_0756,9470,18936,246,28.442096380133197,34.161966080787906,349.4458377946261,135097.1129124868,133070.296875,138085.15625,5014.859375
single,sample_0757,7291,14578,167,41.82588455782131,56.92433807108803,477.5924673026214,136417.69750805787,132387.296875,141383.03125,8995.734375
single,sample_0758,6471,12938,167,30.424894497168548,30.007630776787064,353.8793862133794,135057.9902376951,133320.6875,137963.453125,4642.765625
single,sample_0759,7246,14488,171,31.115914886977716,29.244907989243035,353.52598787670877,135085.34589989306,133322.3125,138371.28125,5048.96875
single,sample_0760,8257,16510,213,30.674087337337166,31.88569820798144,350.69484478312233,135029.32878920916,133319.984375,138174.078125,4854.09375
single,sample_0761,9244,18484,241,26.606058660599803,30.628152442670714,349.21441028784824,134784.82604256817,133293.640625,137714.875,4421.234375
single,sample_0762,9958,19912,245,35.04155427289476,45.31248929017095,349.2706672191158,135248.7654037583,132586.765625,139017.828125,6431.0625
single,sample_0763,7022,14040,191,39.303024671601946,56.54926775201381,383.11023731422694,136351.14308824053,132414.671875,140438.296875,8023.625
single,sample_0764,9892,19780,258,34.7467800720885,49.28397377282663,396.42404989400177,135624.04622264203,132079.5,139452.859375,7373.359375
single,sample_0765,9229,18454,249,25.485689585380566,28.04772883360174,348.4362388934758,134696.2382842128,133067.8125,137241.09375,4173.28125
single,sample_0766,10943,21882,256,36.766331247407756,50.27948627733948,348.27876279155544,135370.55872189984,132424.453125,139118.734375,6694.28125
single,sample_0767,9150,18296,249,23.094596942500466,22.757683442195667,348.9439590150142,134466.58993681695,133320.109375,136728.21875,3408.109375
single,sample_0768,7066,14128,199,37.72986301547124,53.00331096186738,351.97455995884263,135744.8305751132,132486.5625,140041.65625,7555.09375
single,sample_0769,9166,18328,246,23.148513175577083,23.437572367237674,349.25287245810995,134508.90421292002,133320.859375,137034.484375,3713.625
single,sample_0770,8456,16908,221,26.430082144659924,30.57122980311846,350.19713418149604,134686.59927492312,133322.640625,137655.359375,4332.71875
single,sample_0771,9430,18856,247,23.062366966890863,21.246822323389733,348.62703246530685,134501.37932959967,133321.453125,136772.015625,3450.5625
single,sample_0772,8203,16402,206,29.12981664554611,33.03273741583493,351.8725871212583,134838.5898223211,133321.40625,137971.078125,4649.671875
single,sample_0773,6942,13880,178,40.02250534902629,50.306095511479825,354.0602652528819,136173.20640665514,132921.390625,140054.859375,7133.46875
single,sample_0774,10538,21072,253,34.61359301063503,54.874309488280275,424.95167543991045,135572.23977065145,132090.5,139197.96875,7107.46875
single,sample_0775,8372,16740,224,29.19212095501104,27.326322123535803,351.1819962336397,135031.95680915553,133320.765625,137817.140625,4496.375
single,sample_0776,9701,19398,251,30.906255938421584,47.88998028260392,446.22516051063803,135225.9932159056,131773.078125,138806.0625,7032.984375
single,sample_0777,9484,18964,247,22.62389765503551,21.867319031824227,349.24942546349297,134454.19754817325,133321.625,136544.484375,3222.859375
single,sample_0778,7368,14732,175,40.8528869043923,52.65316456323063,352.7655682220444,136271.7438797842,132854.484375,140722.015625,7867.53125
single,sample_0779,10110,20216,246,36.57043347507144,45.596854432100265,348.47326602576555,135619.27025995302,132835.296875,139572.015625,6736.71875
single,sample_0780,9547,19090,249,34.553502581267765,49.32893113162665,349.16117490571133,135576.94592705823,132393.65625,139027.4375,6633.78125
single,sample_0781,9640,19276,251,32.1446617481715,49.894250134997485,449.7289092721014,135325.24054395748,131658.96875,139115.203125,7456.234375
single,sample_0782,6832,13660,193,38.82410323580524,52.17737991988624,431.63921331876156,135761.53449301084,132084.109375,140115.546875,8031.4375
single,sample_0783,11202,22400,266,22.444391034785273,24.117380715002955,347.62027448522554,134306.43367395332,133307.859375,136498.96875,3191.109375
single,sample_0784,6274,12544,157,35.201540626955385,36.80728612055392,355.72668642408564,135226.5272080212,133321.1875,138982.203125,5661.015625
single,sample_0785,6588,13172,184,29.471856252879277,30.097075759736853,353.779834424898,134886.96523745827,133318.421875,137781.21875,4462.796875
single,sample_0786,10528,21052,257,29.92227074754593,35.30023628842125,347.87505245469373,134879.52831882835,133004.875,137886.53125,4881.65625
single,sample_0787,10123,20242,270,18.82458507926669,19.45375079936314,348.140835530928,134160.33111787515,133320.265625,136034.3125,2714.046875
single,sample_0788,9460,18916,236,28.818516636147727,36.39585898403606,349.68139317341087,134774.26156514272,133320.421875,138025.484375,4705.0625
single,sample_0789,7099,14194,160,32.6595556472974,34.13475388822311,354.97033184522417,135319.16137836315,133327.59375,138720.21875,5392.625
single,sample_0790,9548,19092,240,26.509721900603886,25.72318013281909,348.8065284041982,134861.48844489685,133331.859375,137700.359375,4368.5
single,sample_0791,10262,20520,257,30.775574970040278,38.7441517650853,348.79244409148436,134980.34181172043,132907.234375,138088.90625,5181.671875
single,sample_0792,10472,20940,264,42.61157478309304,62.09060710895993,444.7684829146393,136687.68351467006,131576.671875,141085.421875,9508.75
single,sample_0793,9343,18682,219,34.87456366172843,52.40198029052126,466.8683937677679,135706.17236835064,132219.96875,139633.734375,7413.765625
single,sample_0794,10654,21304,267,23.97744266696331,30.25657964369595,348.00843005372343,134351.939218838,133320.328125,136804.796875,3484.46875
single,sample_0795,9833,19662,241,26.077906989517995,29.708984257379623,349.210834821144,134638.61060491457,133261.28125,137104.1875,3842.90625
single,sample_0796,9548,19092,245,24.530962041221382,29.66359920054209,348.80649917451416,134521.5519513249,133111.375,137022.625,3911.25
single,sample_0797,7766,15528,204,30.7090812952115,30.859558119720113,352.93023355141315,135212.27076559683,133332.9375,138692.4375,5359.5
single,sample_0798,11007,22010,269,29.43566168263665,51.2577652685556,509.4009680543508,135029.3409903925,131258.765625,138722.4375,7463.671875
single,sample_0799,9400,18796,248,23.01568331083215,22.773927947106834,348.54992268298827,134450.6021492686,133319.9375,136654.140625,3334.203125
